 schemaname |            tablename             |               indexname                |                                                                              indexdef                                                                              
 public     | mdl_auth_oauth2_linked_login     | mdl_authoautlinklogi_id_pk             | CREATE UNIQUE INDEX mdl_authoautlinklogi_id_pk ON public.mdl_auth_oauth2_linked_login USING btree (id)
 public     | mdl_auth_oauth2_linked_login     | mdl_authoautlinklogi_iss_ix            | CREATE INDEX mdl_authoautlinklogi_iss_ix ON public.mdl_auth_oauth2_linked_login USING btree (issuerid)
 public     | mdl_auth_oauth2_linked_login     | mdl_authoautlinklogi_issuse_ix         | CREATE INDEX mdl_authoautlinklogi_issuse_ix ON public.mdl_auth_oauth2_linked_login USING btree (issuerid, username)
 public     | mdl_auth_oauth2_linked_login     | mdl_authoautlinklogi_use2_ix           | CREATE INDEX mdl_authoautlinklogi_use2_ix ON public.mdl_auth_oauth2_linked_login USING btree (userid)
 public     | mdl_auth_oauth2_linked_login     | mdl_authoautlinklogi_use_ix            | CREATE INDEX mdl_authoautlinklogi_use_ix ON public.mdl_auth_oauth2_linked_login USING btree (usermodified)
 public     | mdl_auth_oauth2_linked_login     | mdl_authoautlinklogi_useis_uix         | CREATE UNIQUE INDEX mdl_authoautlinklogi_useis_uix ON public.mdl_auth_oauth2_linked_login USING btree (userid, issuerid, username)
 public     | mdl_backup_controllers           | mdl_backcont_bac_uix                   | CREATE UNIQUE INDEX mdl_backcont_bac_uix ON public.mdl_backup_controllers USING btree (backupid)
 public     | mdl_backup_controllers           | mdl_backcont_id_pk                     | CREATE UNIQUE INDEX mdl_backcont_id_pk ON public.mdl_backup_controllers USING btree (id)
 public     | mdl_backup_controllers           | mdl_backcont_typite_ix                 | CREATE INDEX mdl_backcont_typite_ix ON public.mdl_backup_controllers USING btree (type, itemid)
 public     | mdl_backup_controllers           | mdl_backcont_use_ix                    | CREATE INDEX mdl_backcont_use_ix ON public.mdl_backup_controllers USING btree (userid)
 public     | mdl_backup_controllers           | mdl_backcont_useite_ix                 | CREATE INDEX mdl_backcont_useite_ix ON public.mdl_backup_controllers USING btree (userid, itemid)
 public     | mdl_backup_courses               | mdl_backcour_cou_uix                   | CREATE UNIQUE INDEX mdl_backcour_cou_uix ON public.mdl_backup_courses USING btree (courseid)
 public     | mdl_backup_courses               | mdl_backcour_id_pk                     | CREATE UNIQUE INDEX mdl_backcour_id_pk ON public.mdl_backup_courses USING btree (id)
 public     | mdl_backup_logs                  | mdl_backlogs_bac_ix                    | CREATE INDEX mdl_backlogs_bac_ix ON public.mdl_backup_logs USING btree (backupid)
 public     | mdl_backup_logs                  | mdl_backlogs_bacid_uix                 | CREATE UNIQUE INDEX mdl_backlogs_bacid_uix ON public.mdl_backup_logs USING btree (backupid, id)
 public     | mdl_backup_logs                  | mdl_backlogs_id_pk                     | CREATE UNIQUE INDEX mdl_backlogs_id_pk ON public.mdl_backup_logs USING btree (id)
 public     | mdl_badge                        | mdl_badg_cou_ix                        | CREATE INDEX mdl_badg_cou_ix ON public.mdl_badge USING btree (courseid)
 public     | mdl_badge                        | mdl_badg_id_pk                         | CREATE UNIQUE INDEX mdl_badg_id_pk ON public.mdl_badge USING btree (id)
 public     | mdl_badge                        | mdl_badg_typ_ix                        | CREATE INDEX mdl_badg_typ_ix ON public.mdl_badge USING btree (type)
 public     | mdl_badge                        | mdl_badg_use2_ix                       | CREATE INDEX mdl_badg_use2_ix ON public.mdl_badge USING btree (usercreated)
 public     | mdl_badge                        | mdl_badg_use_ix                        | CREATE INDEX mdl_badg_use_ix ON public.mdl_badge USING btree (usermodified)
 public     | mdl_badge_alignment              | mdl_badgalig_bad_ix                    | CREATE INDEX mdl_badgalig_bad_ix ON public.mdl_badge_alignment USING btree (badgeid)
 public     | mdl_badge_alignment              | mdl_badgalig_id_pk                     | CREATE UNIQUE INDEX mdl_badgalig_id_pk ON public.mdl_badge_alignment USING btree (id)
 public     | mdl_badge_backpack               | mdl_badgback_ext_ix                    | CREATE INDEX mdl_badgback_ext_ix ON public.mdl_badge_backpack USING btree (externalbackpackid)
 public     | mdl_badge_backpack               | mdl_badgback_id_pk                     | CREATE UNIQUE INDEX mdl_badgback_id_pk ON public.mdl_badge_backpack USING btree (id)
 public     | mdl_badge_backpack               | mdl_badgback_use_ix                    | CREATE INDEX mdl_badgback_use_ix ON public.mdl_badge_backpack USING btree (userid)
 public     | mdl_badge_backpack               | mdl_badgback_useext_uix                | CREATE UNIQUE INDEX mdl_badgback_useext_uix ON public.mdl_badge_backpack USING btree (userid, externalbackpackid)
 public     | mdl_badge_backpack_oauth2        | mdl_badgbackoaut_ext_ix                | CREATE INDEX mdl_badgbackoaut_ext_ix ON public.mdl_badge_backpack_oauth2 USING btree (externalbackpackid)
 public     | mdl_badge_backpack_oauth2        | mdl_badgbackoaut_id_pk                 | CREATE UNIQUE INDEX mdl_badgbackoaut_id_pk ON public.mdl_badge_backpack_oauth2 USING btree (id)
 public     | mdl_badge_backpack_oauth2        | mdl_badgbackoaut_iss_ix                | CREATE INDEX mdl_badgbackoaut_iss_ix ON public.mdl_badge_backpack_oauth2 USING btree (issuerid)
 public     | mdl_badge_backpack_oauth2        | mdl_badgbackoaut_use2_ix               | CREATE INDEX mdl_badgbackoaut_use2_ix ON public.mdl_badge_backpack_oauth2 USING btree (userid)
 public     | mdl_badge_backpack_oauth2        | mdl_badgbackoaut_use_ix                | CREATE INDEX mdl_badgbackoaut_use_ix ON public.mdl_badge_backpack_oauth2 USING btree (usermodified)
 public     | mdl_badge_criteria               | mdl_badgcrit_bad_ix                    | CREATE INDEX mdl_badgcrit_bad_ix ON public.mdl_badge_criteria USING btree (badgeid)
 public     | mdl_badge_criteria               | mdl_badgcrit_badcri_uix                | CREATE UNIQUE INDEX mdl_badgcrit_badcri_uix ON public.mdl_badge_criteria USING btree (badgeid, criteriatype)
 public     | mdl_badge_criteria               | mdl_badgcrit_cri_ix                    | CREATE INDEX mdl_badgcrit_cri_ix ON public.mdl_badge_criteria USING btree (criteriatype)
 public     | mdl_badge_criteria               | mdl_badgcrit_id_pk                     | CREATE UNIQUE INDEX mdl_badgcrit_id_pk ON public.mdl_badge_criteria USING btree (id)
 public     | mdl_badge_criteria_met           | mdl_badgcritmet_cri_ix                 | CREATE INDEX mdl_badgcritmet_cri_ix ON public.mdl_badge_criteria_met USING btree (critid)
 public     | mdl_badge_criteria_met           | mdl_badgcritmet_id_pk                  | CREATE UNIQUE INDEX mdl_badgcritmet_id_pk ON public.mdl_badge_criteria_met USING btree (id)
 public     | mdl_badge_criteria_met           | mdl_badgcritmet_iss_ix                 | CREATE INDEX mdl_badgcritmet_iss_ix ON public.mdl_badge_criteria_met USING btree (issuedid)
 public     | mdl_badge_criteria_met           | mdl_badgcritmet_use_ix                 | CREATE INDEX mdl_badgcritmet_use_ix ON public.mdl_badge_criteria_met USING btree (userid)
 public     | mdl_badge_criteria_param         | mdl_badgcritpara_cri_ix                | CREATE INDEX mdl_badgcritpara_cri_ix ON public.mdl_badge_criteria_param USING btree (critid)
 public     | mdl_badge_criteria_param         | mdl_badgcritpara_id_pk                 | CREATE UNIQUE INDEX mdl_badgcritpara_id_pk ON public.mdl_badge_criteria_param USING btree (id)
 public     | mdl_badge_endorsement            | mdl_badgendo_bad_ix                    | CREATE INDEX mdl_badgendo_bad_ix ON public.mdl_badge_endorsement USING btree (badgeid)
 public     | mdl_badge_endorsement            | mdl_badgendo_id_pk                     | CREATE UNIQUE INDEX mdl_badgendo_id_pk ON public.mdl_badge_endorsement USING btree (id)
 public     | mdl_badge_external               | mdl_badgexte_bac_ix                    | CREATE INDEX mdl_badgexte_bac_ix ON public.mdl_badge_external USING btree (backpackid)
 public     | mdl_badge_external               | mdl_badgexte_id_pk                     | CREATE UNIQUE INDEX mdl_badgexte_id_pk ON public.mdl_badge_external USING btree (id)
 public     | mdl_badge_external_backpack      | mdl_badgexteback_bac2_uix              | CREATE UNIQUE INDEX mdl_badgexteback_bac2_uix ON public.mdl_badge_external_backpack USING btree (backpackweburl)
 public     | mdl_badge_external_backpack      | mdl_badgexteback_bac_uix               | CREATE UNIQUE INDEX mdl_badgexteback_bac_uix ON public.mdl_badge_external_backpack USING btree (backpackapiurl)
 public     | mdl_badge_external_backpack      | mdl_badgexteback_id_pk                 | CREATE UNIQUE INDEX mdl_badgexteback_id_pk ON public.mdl_badge_external_backpack USING btree (id)
 public     | mdl_badge_external_backpack      | mdl_badgexteback_oau_ix                | CREATE INDEX mdl_badgexteback_oau_ix ON public.mdl_badge_external_backpack USING btree (oauth2_issuerid)
 public     | mdl_badge_external_identifier    | mdl_badgexteiden_id_pk                 | CREATE UNIQUE INDEX mdl_badgexteiden_id_pk ON public.mdl_badge_external_identifier USING btree (id)
 public     | mdl_badge_external_identifier    | mdl_badgexteiden_sit_ix                | CREATE INDEX mdl_badgexteiden_sit_ix ON public.mdl_badge_external_identifier USING btree (sitebackpackid)
 public     | mdl_badge_external_identifier    | mdl_badgexteiden_sitintext_uix         | CREATE UNIQUE INDEX mdl_badgexteiden_sitintext_uix ON public.mdl_badge_external_identifier USING btree (sitebackpackid, internalid, externalid, type)
 public     | mdl_badge_issued                 | mdl_badgissu_bad_ix                    | CREATE INDEX mdl_badgissu_bad_ix ON public.mdl_badge_issued USING btree (badgeid)
 public     | mdl_badge_issued                 | mdl_badgissu_baduse_uix                | CREATE UNIQUE INDEX mdl_badgissu_baduse_uix ON public.mdl_badge_issued USING btree (badgeid, userid)
 public     | mdl_badge_issued                 | mdl_badgissu_id_pk                     | CREATE UNIQUE INDEX mdl_badgissu_id_pk ON public.mdl_badge_issued USING btree (id)
 public     | mdl_badge_issued                 | mdl_badgissu_use_ix                    | CREATE INDEX mdl_badgissu_use_ix ON public.mdl_badge_issued USING btree (userid)
 public     | mdl_badge_manual_award           | mdl_badgmanuawar_bad_ix                | CREATE INDEX mdl_badgmanuawar_bad_ix ON public.mdl_badge_manual_award USING btree (badgeid)
 public     | mdl_badge_manual_award           | mdl_badgmanuawar_id_pk                 | CREATE UNIQUE INDEX mdl_badgmanuawar_id_pk ON public.mdl_badge_manual_award USING btree (id)
 public     | mdl_badge_manual_award           | mdl_badgmanuawar_iss2_ix               | CREATE INDEX mdl_badgmanuawar_iss2_ix ON public.mdl_badge_manual_award USING btree (issuerrole)
 public     | mdl_badge_manual_award           | mdl_badgmanuawar_iss_ix                | CREATE INDEX mdl_badgmanuawar_iss_ix ON public.mdl_badge_manual_award USING btree (issuerid)
 public     | mdl_badge_manual_award           | mdl_badgmanuawar_rec_ix                | CREATE INDEX mdl_badgmanuawar_rec_ix ON public.mdl_badge_manual_award USING btree (recipientid)
 public     | mdl_badge_related                | mdl_badgrela_bad_ix                    | CREATE INDEX mdl_badgrela_bad_ix ON public.mdl_badge_related USING btree (badgeid)
 public     | mdl_badge_related                | mdl_badgrela_badrel_uix                | CREATE UNIQUE INDEX mdl_badgrela_badrel_uix ON public.mdl_badge_related USING btree (badgeid, relatedbadgeid)
 public     | mdl_badge_related                | mdl_badgrela_id_pk                     | CREATE UNIQUE INDEX mdl_badgrela_id_pk ON public.mdl_badge_related USING btree (id)
 public     | mdl_badge_related                | mdl_badgrela_rel_ix                    | CREATE INDEX mdl_badgrela_rel_ix ON public.mdl_badge_related USING btree (relatedbadgeid)
 public     | mdl_bigbluebuttonbn              | mdl_bigb_id_pk                         | CREATE UNIQUE INDEX mdl_bigb_id_pk ON public.mdl_bigbluebuttonbn USING btree (id)
 public     | mdl_bigbluebuttonbn_logs         | mdl_bigblogs_cou_ix                    | CREATE INDEX mdl_bigblogs_cou_ix ON public.mdl_bigbluebuttonbn_logs USING btree (courseid)
 public     | mdl_bigbluebuttonbn_logs         | mdl_bigblogs_coubig_ix                 | CREATE INDEX mdl_bigblogs_coubig_ix ON public.mdl_bigbluebuttonbn_logs USING btree (courseid, bigbluebuttonbnid)
 public     | mdl_bigbluebuttonbn_logs         | mdl_bigblogs_coubiguselog_ix           | CREATE INDEX mdl_bigblogs_coubiguselog_ix ON public.mdl_bigbluebuttonbn_logs USING btree (courseid, bigbluebuttonbnid, userid, log)
 public     | mdl_bigbluebuttonbn_logs         | mdl_bigblogs_id_pk                     | CREATE UNIQUE INDEX mdl_bigblogs_id_pk ON public.mdl_bigbluebuttonbn_logs USING btree (id)
 public     | mdl_bigbluebuttonbn_logs         | mdl_bigblogs_log_ix                    | CREATE INDEX mdl_bigblogs_log_ix ON public.mdl_bigbluebuttonbn_logs USING btree (log)
 public     | mdl_bigbluebuttonbn_logs         | mdl_bigblogs_uselog_ix                 | CREATE INDEX mdl_bigblogs_uselog_ix ON public.mdl_bigbluebuttonbn_logs USING btree (userid, log)
 public     | mdl_bigbluebuttonbn_recordings   | mdl_bigbreco_big_ix                    | CREATE INDEX mdl_bigbreco_big_ix ON public.mdl_bigbluebuttonbn_recordings USING btree (bigbluebuttonbnid)
 public     | mdl_bigbluebuttonbn_recordings   | mdl_bigbreco_cou_ix                    | CREATE INDEX mdl_bigbreco_cou_ix ON public.mdl_bigbluebuttonbn_recordings USING btree (courseid)
 public     | mdl_bigbluebuttonbn_recordings   | mdl_bigbreco_id_pk                     | CREATE UNIQUE INDEX mdl_bigbreco_id_pk ON public.mdl_bigbluebuttonbn_recordings USING btree (id)
 public     | mdl_bigbluebuttonbn_recordings   | mdl_bigbreco_rec_ix                    | CREATE INDEX mdl_bigbreco_rec_ix ON public.mdl_bigbluebuttonbn_recordings USING btree (recordingid)
 public     | mdl_bigbluebuttonbn_recordings   | mdl_bigbreco_use_ix                    | CREATE INDEX mdl_bigbreco_use_ix ON public.mdl_bigbluebuttonbn_recordings USING btree (usermodified)
